drugName,cIds,smilesString
Esomeprazole magnesium,CIDs00130564,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Mg+2]
RABEPRAZOLE SODIUM,CIDs14720269,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+]
Tetrahydroberberine,CIDs00034458,COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC
Cinchonidine,CIDs00002757,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
Oxcarbazepine,CIDs00034312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
Safinamide mesilate,CIDs03038502,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F.CS(=O)(=O)O
Isradipine,CIDs00003784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
Flunarizine,CIDs00941361,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
Tetrandrine,CIDs00073078,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC
Manoalide,CIDs06437368,CC1=C(C(CCC1)(C)C)CCC(=CCCC2=CCC(OC2O)C3=CC(=O)OC3O)C
Monatepil,CIDs00060810,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F
Carboxyamidotriazole,CIDs00108144,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2Cl)CN3C(=C(N=N3)C(=O)N)N)Cl)Cl
Purfalcamine,CIDs24762166,C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC3=NC(=NC4=C3N=CN4C5=CC(=CC=C5)F)NC6CCC(CC6)N
Sumatriptan succinate,CIDs00059772,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O
Naratriptan hydrochloride,CIDs00060875,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C.Cl
Rizatriptan benzoate,CIDs00077997,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O
Zolmitriptan,CIDs00060857,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
LY310762,CIDs11957576,CC1(C2=CC=CC=C2N(C1=O)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F)C.Cl
BRL-15572,CIDs03654103,C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl
Fluvoxamine,CIDs05324346,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
Citalopram hydrobromide,CIDs00077995,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br
Venlafaxine hydrochloride,CIDs00062923,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl
Paroxetine,CIDs00043815,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
Granisetron hydrochloride,CIDs06918003,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl
Ondansetron,CIDs00004595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
Tropisetron,CIDs00656665,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
Amoxapine,CIDs00002170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
WIN-55212-2,CIDs05311501,CC1=C(C2=C3N1C(COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65
Nepafenac,CIDs00151075,C1=CC=C(C=C1)C(=O)C2=C(C(=CC=C2)CC(=O)N)N
Etodolac,CIDs00003308,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O
Acemetacin,CIDs00001981,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O
Rutaecarpine,CIDs00065752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4
Asaraldehyde,CIDs00020525,COC1=CC(=C(C=C1C=O)OC)OC
Niflumic acid,CIDs00004488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
Latrepirdine hydrochloride,CIDs00197033,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C
Dextromethorphan hydrobromide,CIDs05464025,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC.Br
TCN-201,CIDs04787937,C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC(=C(C=C3)F)Cl
NCGC00015463-02,CIDs00003538,CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N
Zalcitabine,CIDs00024066,C1CC(OC1CO)N2C=CC(=NC2=O)N
Stavudine,CIDs00018283,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
Brivudine,CIDs00446727,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O
Emtricitabine,CIDs00060877,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
Clevudine,CIDs00073115,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F
Tenofovir disoproxil fumarate,CIDs05481350,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C
"2',3'-Dideoxyinosine",CIDs135398739,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O
Nevirapine,CIDs00004463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Zidovudine,CIDs00035370,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
NCGC00183434-01,CIDs44620939,CC(C)(C)C(C(=O)N1CCCC1C(=O)NC(CC(=O)O)C#N)NC(=O)C2=CC(=C(C=C2)N)Cl
Pyronaridine,CIDs00107771,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6
Daphnetin,CIDs05280569,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Bacitracin zinc,CIDs00065281,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4
Pimecrolimus,CIDs06509979,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C
Azalomycin-B,CIDs06444206,CCC1C(OC(CC1OC2CC(C(C(O2)C)O)O)(C(C)C(C(C)C3C(C=CC=CC(=O)OC(C(C=CC=CC(=O)O3)C)C(C)C(C(C)C4(CC(C(C(O4)C)CC)OC5CC(C(C(O5)C)O)O)O)O)C)O)O)C
Roxithromycin,CIDs06915744,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
Clarithromycin,CIDs00084029,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
Isepamicin,CIDs00003755,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O
Neomycin sulfate,CIDs00062403,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
Streptomycin sulfate,CIDs00019648,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
Biapenem,CIDs00071339,CC1C2C(C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)[O-])C(C)O
Meropenem,CIDs00441130,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
Imipenem,CIDs00104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
Tebipenem pivoxil,CIDs09892071,CC1C2C(C(=O)N2C(=C1SC3CN(C3)C4=NCCS4)C(=O)OCOC(=O)C(C)(C)C)C(C)O
Cefoselis sulfate,CIDs09830519,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CN4C=CC(=N)N4CCO)C(=O)O.OS(=O)(=O)O
Chloramphenicol palmitate,CIDs00443382,CCCCCCCCCCCCCCCC(=O)OCC(C(C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl
Sulfapyridine,CIDs00005336,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfameter,CIDs00005326,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfaphenazole,CIDs00005335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
Sulfafurazole,CIDs00005344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamethoxazole,CIDs00005329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulphadimethoxine,CIDs00005323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC
Nitrofurazone,CIDs05447130,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
Chloramphenicol,CIDs00005959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
Silver sulfadiazine,CIDs00441244,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]
Metronidazole,CIDs00004173,CC1=NC=C(N1CCO)[N+](=O)[O-]
Azomycin,CIDs00010701,C1=CN=C(N1)[N+](=O)[O-]
Gentamycin sulfate,CIDs00003467,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
Lincomycin hydrochloride,CIDs00064710,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O.Cl
Spectinomycin hydrochloride,CIDs00015541,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
Thiamphenicol,CIDs00027200,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O
Hordenine,CIDs00068313,CN(C)CCC1=CC=C(C=C1)O
Aztreonam,CIDs05742832,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
Oxacillin sodium salt,CIDs23667631,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]
Sodium cloxacillin,CIDs23675320,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]
Sulbactam,CIDs00130313,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C
Marbofloxacin,CIDs00060651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F
Enoxacin,CIDs00003229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Nalidixic acid,CIDs00004421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
Fleroxacin,CIDs00003357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F
Cefaclor,CIDs00051039,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
Cephalexin,CIDs00027447,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
Cephradine,CIDs00038103,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O
Cefdinir,CIDs06915944,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
Cefoperazone sodium,CIDs23663974,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+]
Cefditoren pivoxil,CIDs06437877,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C
Ceftiofur hydrochloride,CIDs09937686,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl
Cefprozil monohydrate,CIDs06436628,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O.O
7-Aminocephalosporanic acid,CIDs00441328,CC(=O)OCC1=C(N2C(C(C2=O)N)SC1)C(=O)O
Etomidate,CIDs00036339,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
Indiplon,CIDs06450813,CC(=O)N(C)C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C(=O)C4=CC=CS4
Eszopiclone,CIDs00969472,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
Ostol,CIDs00010228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
Dihydromyricetin,CIDs00161557,C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O
Bilobalide,CIDs00073581,CC(C)(C)C1(CC2C3(C14C(C(=O)OC4OC3=O)O)CC(=O)O2)O
Tetrahydropapaverine,CIDs00005418,COC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2)OC)OC)OC
Protionamide,CIDs00666418,CCCC1=NC=CC(=C1)C(=S)N
Moroxydine,CIDs00071655,C1COCCN1C(=N)N=C(N)N
Arbutin,CIDs00440936,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
Fumalic acid,CIDs00445858,COC1=C(C=CC(=C1)C=CC(=O)O)O
Genipin,CIDs00442424,COC(=O)C1=COC(C2C1CC=C2CO)O
Disufenton sodium,CIDs06440181,CC(C)(C)[N+](=CC1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])[O-].[Na+].[Na+]
Indinavir sulfate,CIDs05462355,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5.OS(=O)(=O)O
Ritonavir,CIDs00392622,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
Lopinavir,CIDs00092727,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
Atazanavir sulfate,CIDs00158550,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O
Darunavir,CIDs00213039,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
Amprenavir,CIDs00065016,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
Viracept,CIDs00064142,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O.CS(=O)(=O)O
BMS-707035,CIDs54682040,CN1C(=O)C(=C(N=C1N2CCCCS2(=O)=O)C(=O)NCC3=CC=C(C=C3)F)O
Dolutegravir,CIDs54726191,CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
MK-2048,CIDs54698642,CCN1CC(N2C3=C(C(=C2C1=O)O)C(=O)N(N=C3C(=O)NC)CC4=CC(=C(C=C4)F)Cl)C
BMS-806 (BMS 378806),CIDs05495818,CC1CN(CCN1C(=O)C(=O)C2=CNC3=NC=CC(=C23)OC)C(=O)C4=CC=CC=C4
Terbinafine hydrochloride,CIDs05282481,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21.Cl
Liranaftate,CIDs00003936,CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2
Furosemide,CIDs00003440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
Torasemide,CIDs00041781,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
Bisoprolol,CIDs00002405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
Zilpaterol,CIDs03086576,CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O
Dobutamine,CIDs00036811,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
rac Nebivolol hydrochloride,CIDs11626384,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O.Cl
Betaxolol hydrochloride,CIDs00107952,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl
Carvedilol,CIDs00002585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
Doxazosin mesylate,CIDs00062978,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O
Alfuzosin hydrochloride,CIDs00071764,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl
Tamsulosin hydrochloride,CIDs05362376,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl
Silodosin,CIDs05312125,CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
Terazosin hydrochloride,CIDs00044383,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.Cl
Trazodone hydrochloride,CIDs00062935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl
Clonidine,CIDs00002803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
(+)-Usniacin,CIDs00442614,CC1=C(C(=C2C(=C1O)C3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)C)O
17-Methyltestosterone,CIDs00006010,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
JS-65-103,CIDs138403278,CN(C)[N+](=NOC1=C(C=C(C(=C1)ON[N+](=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F)[N+](=O)[O-])[N+](=O)[O-])[O-]
JS-59-4,CIDs138403279,CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])C#N)[O-]
YK-72,CIDs138403280,CNC1=CC=C(C=C1)C(=O)OC2=CC(=C(C=C2C#N)[N+](=O)[O-])ON[N+](=O)N(C)C
Double JS-K,CIDs09572720,CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[O-]
Aloperine,CIDs00162147,C1CCN2CC3CC(C2C1)C=C4C3NCCC4
Ipratropium bromide hydrate,CIDs16738693,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.O.[Br-]
Methscopolamine bromide,CIDs05702083,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
Scopolamine,CIDs03000322,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
Trospium chloride,CIDs05284631,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-]
Tiotropium bromide,CIDs05487426,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-]
PNU-200577,CIDs09819382,CC(C)N(CCC(C1=CC=CC=C1)C2=C(C=CC(=C2)CO)O)C(C)C
Oxybutynin chloride,CIDs00091505,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl
Orphenadrine hydrochloride,CIDs00009568,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl
Fesoterodine fumarate,CIDs09849808,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(=CC(=O)O)C(=O)O
Octylonium bromide,CIDs00072092,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC.[Br-]
Arecoline,CIDs00002230,CN1CCC=C(C1)C(=O)OC
AP-761,CIDs45270144,CN(C)C1=C(C(=NC(=N1)CC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)C(F)(F)F)N(C)C)CC(=O)O
AP-768,CIDs09826188,CN(C)C1=C(C(=NC(=N1)CC2=CC=C(C=C2)NC(=O)C3=CC4=CC=CC=C4C=C3)Cl)CC(=O)O
TM-30089,CIDs11384493,CN(C1CCC2=C(C1)C3=CC=CC=C3N2CC(=O)O)S(=O)(=O)C4=CC=C(C=C4)F
Travoprost,CIDs05282226,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
Paeoniflorin,CIDs00442534,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O
Methocarbamol,CIDs00004107,COC1=CC=CC=C1OCC(COC(=O)N)O
Carisoprodol,CIDs00002576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
Rivaroxaban (Xarelto),CIDs06433119,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
Mianserin,CIDs00004184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
Ziprasidone hydrochloride,CIDs00060853,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl
Ketanserin,CIDs00003822,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O
Telotristat etiprate,CIDs25253377,CCOC(=O)C(CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)OC(C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N.C1=CC=C(C=C1)C(=O)NCC(=O)O
Rotundine,CIDs00072301,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC
Iloperidone,CIDs00071360,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
Risperidone???,CIDs00005073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
Haloperidol,CIDs00003559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
Levosulpiride,CIDs00688272,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
Olanzapine,CIDs135398745,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
Diclofensine,CIDs00068871,CN1CC(C2=C(C1)C=C(C=C2)OC)C3=CC(=C(C=C3)Cl)Cl
GBR-12935,CIDs00003456,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
Dapoxetine hydrochloride,CIDs00071352,CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3.Cl
Duloxetine hydrochloride,CIDs00060834,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl
Aloin,CIDs12305761,C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2C4C(C(C(C(O4)CO)O)O)O)CO)O
Pramiracetam hydrochloride,CIDs03050410,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C.Cl
Galantamine hydrobromide,CIDs00121587,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O.Br
Rivastigmine tartrate,CIDs00077990,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O
Huperizine A,CIDs00854026,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
Peramivir,CIDs00154234,CCC(CC)C(C1C(CC(C1O)C(=O)O)N=C(N)N)NC(=O)C
Zanamivir,CIDs00060855,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
Limonin,CIDs00179651,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C
Formononetin,CIDs05280378,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O
AVN-944,CIDs09918559,CCC(CC#N)OC(=O)NC(C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC
Matrine,CIDs00091466,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1
SB612111,CIDs10047612,CC1=CC=CC2=C1CCC(CC2O)CN3CCC(CC3)C4=C(C=CC=C4Cl)Cl
nor-Binaltorphimine,CIDs05480230,C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=C(N6)C9C12CCN(C(C1(C8)O)CC1=C2C(=C(C=C1)O)O9)CC1CC1
Cyprodime,CIDs05748293,COC1=CC=CC2=C1C34CCN(C(C2)C3(CCC(=O)C4)OC)CC5CC5
Mitiglinide calcium hydrate,CIDs06918235,C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)[O-].C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)[O-].O.O.[Ca+2]
Ribitol,CIDs00006912,C(C(C(C(CO)O)O)O)O
